Subject	km	DF	SF_norm	Speed_mps	Pattern
P64	3.0	0.34549681377436176	1.0796584958407935	3.545464786370267	sf_down
P64	3.5	0.3574956024897375	1.101778810908389	3.545464786370267	sf_down
P64	4.0	0.3520923397014667	1.0774265909513399	3.545464786370267	sf_down
P64	4.5	0.3540802588771199	1.0899134459525994	3.545464786370267	sf_down
P64	5.0	0.35309656118271926	1.075155172284151	3.545464786370267	sf_down
P64	5.5	0.3554530907459364	1.088972560413548	3.545464786370267	sf_down
P64	6.0	0.36148694633195655	1.0837118158662673	3.545464786370267	sf_down
P64	6.5	0.356942288015245	1.0784642612022521	3.545464786370267	sf_down
P64	7.0	0.3553638709928249	1.0784510966851506	3.545464786370267	sf_down
P64	7.5	0.35097877641388925	1.0725749036222303	3.545464786370267	sf_down
P64	8.0	0.34778363045449656	1.0803952673337396	3.545464786370267	sf_down
P64	8.5	0.35372550563265165	1.0721789230377643	3.545464786370267	sf_down
P64	9.0	0.35588813242392675	1.0649856720533202	3.545464786370267	sf_down
P64	9.5	0.3649966947459177	1.0635192719663469	3.545464786370267	sf_down
P64	10.0	0.35680841778538275	1.0740570673281717	3.545464786370267	sf_down
P65	1.0	0.588459336383033	1.0792938467998687	3.7977728311311187	sf_down
P65	1.5	0.5960454160875012	1.0655149572596	3.7977728311311187	sf_down
P65	2.0	0.5926577547295098	1.0651985417503802	3.7977728311311187	sf_down
P65	2.5	0.5981927524971817	1.0381025410458775	3.7977728311311187	sf_down
P65	3.0	0.5914301447233112	1.0479780410827664	3.7977728311311187	sf_down
P65	3.5	0.5843916273785992	1.0350034180576224	3.7977728311311187	sf_down
P65	4.0	0.5836731765409734	1.024968537255483	3.7977728311311187	sf_down
P65	4.5	0.598768612198358	1.0203016888630496	3.7977728311311187	sf_down
P65	5.0	0.5991323011411183	1.0169371309686068	3.7977728311311187	sf_down
P65	5.5	0.5896163764707887	1.0189250069283013	3.7977728311311187	sf_down
P65	6.0	0.5885980359315218	0.9927022490161083	3.7977728311311187	sf_down
P65	6.5	0.5978211939984127	0.9950213853784039	3.7977728311311187	sf_down
P65	7.0	0.5849787441269843	0.9821296068761718	3.7977728311311187	sf_down
P65	7.5	0.5860403374424226	0.9743858857692015	3.7977728311311187	sf_down
P65	8.0	0.5937306065106469	0.9758234561384546	3.7977728311311187	sf_down
P65	8.5	0.5885409469229038	0.9627008965486131	3.7977728311311187	sf_down
P65	9.0	0.5904883632036013	0.9594996143137443	3.7977728311311187	sf_down
P65	9.5	0.5896967580445792	0.9377871250860823	3.7977728311311187	sf_down
P65	10.0	0.5922018452811963	0.9235042132360156	3.7977728311311187	sf_down
P66	1.0	0.5124908416159123	0.9798931528541334	2.63977518621801	stable
P66	1.5	0.509287694484651	0.9814182488766885	2.63977518621801	stable
P66	2.0	0.49563725467544856	1.0048878417308962	2.63977518621801	stable
P66	2.5	0.49846655462049677	1.0134330708582489	2.63977518621801	stable
P66	3.0	0.49258626141905765	0.9808200004737229	2.63977518621801	stable
P66	3.5	0.4969499363584252	0.9872465418500214	2.63977518621801	stable
P66	4.0	0.5014814964461943	0.9929249779118496	2.63977518621801	stable
P66	4.5	0.5059327395326838	1.0040221146595703	2.63977518621801	stable
P66	5.0	0.4962580522395246	0.9822976768768996	2.63977518621801	stable
P66	5.5	0.4966327392279037	0.9882303107367887	2.63977518621801	stable
P66	6.0	0.4891670262795494	0.9964112341128195	2.63977518621801	stable
P66	6.5	0.49909014182551814	0.9936706621000585	2.63977518621801	stable
P66	7.0	0.49459139936894486	0.9871832849344848	2.63977518621801	stable
P66	7.5	0.4972562742914123	0.9891219497881972	2.63977518621801	stable
P66	8.0	0.4955191675374047	0.9791933670373657	2.63977518621801	stable
P66	8.5	0.4994321586569799	0.9882871435525282	2.63977518621801	stable
P66	9.0	0.4911148294714595	0.9880614335842539	2.63977518621801	stable
P66	9.5	0.4925682452012877	0.9920498926213356	2.63977518621801	stable
P66	10.0	0.5105497069883841	0.9857499157537735	2.63977518621801	stable
P67	1.0	0.5301851320681524	0.9172612309050808	3.5458301057775543	df_up
P67	1.5	0.5367886167017739	0.9160733180239534	3.5458301057775543	df_up
P67	2.0	0.536786252834231	0.9193096371464282	3.5458301057775543	df_up
P67	2.5	0.5501535543009722	0.9298610728335538	3.5458301057775543	df_up
P67	3.0	0.5502278797564848	0.8975558695221582	3.5458301057775543	df_up
P67	3.5	0.5471739021629852	0.916194334933531	3.5458301057775543	df_up
P67	4.0	0.5444923130215802	0.919501236420588	3.5458301057775543	df_up
P67	4.5	0.5459661509174373	0.9204570889671053	3.5458301057775543	df_up
P67	5.0	0.5608459782875388	0.9151138203990382	3.5458301057775543	df_up
P67	5.5	0.5596948270643564	0.9040353627897798	3.5458301057775543	df_up
P67	6.0	0.5643911483416465	0.9207131009193213	3.5458301057775543	df_up
P67	6.5	0.5569869314800945	0.931907938762922	3.5458301057775543	df_up
P67	7.0	0.5741694412354907	0.9058182458102794	3.5458301057775543	df_up
P67	7.5	0.5757235987535977	0.924999761159194	3.5458301057775543	df_up
P67	8.0	0.5719101654718974	0.9154609352646254	3.5458301057775543	df_up
P67	8.5	0.5792024539140833	0.9175985422829777	3.5458301057775543	df_up
P67	9.0	0.5870592559795901	0.9096659489639769	3.5458301057775543	df_up
P67	9.5	0.5902627657990497	0.9154134876707615	3.5458301057775543	df_up
P67	10.0	0.5928752147495165	0.9284894938072001	3.5458301057775543	df_up
P68	1.0	0.48398575652500647	0.8903986225698834	4.066156831261084	sf_down
P68	1.5	0.4783629608733476	0.8960286848988668	4.066156831261084	sf_down
P68	2.0	0.48017854472031724	0.8820244484660817	4.066156831261084	sf_down
P68	2.5	0.4763586965245198	0.8817021759940918	4.066156831261084	sf_down
P68	3.0	0.48479373531399544	0.8843804620893472	4.066156831261084	sf_down
P68	3.5	0.4739542975254469	0.8855321959694732	4.066156831261084	sf_down
P68	4.0	0.4837575673531095	0.8752171001346651	4.066156831261084	sf_down
P68	4.5	0.47889256035349537	0.8457680713739968	4.066156831261084	sf_down
P68	5.0	0.4857020511083578	0.8600102669817606	4.066156831261084	sf_down
P68	5.5	0.4836001605846775	0.8513787232791156	4.066156831261084	sf_down
P68	6.0	0.4889490464292552	0.8471107210390645	4.066156831261084	sf_down
P68	6.5	0.4834996890967144	0.8495128438033018	4.066156831261084	sf_down
P68	7.0	0.471985614362755	0.8126610700947088	4.066156831261084	sf_down
P68	7.5	0.4795110497765302	0.816834029652129	4.066156831261084	sf_down
P68	8.0	0.4739857796780471	0.818508317432514	4.066156831261084	sf_down
P68	8.5	0.4772544164291898	0.7931778459821738	4.066156831261084	sf_down
P68	9.0	0.4874019578074048	0.8095270155324027	4.066156831261084	sf_down
P68	9.5	0.48303348469550966	0.7924014928150165	4.066156831261084	sf_down
P68	10.0	0.47635116349812745	0.7878153120873356	4.066156831261084	sf_down
P69	1.0	0.5269157552696231	0.8840631491619394	3.8389142658269493	both
P69	1.5	0.5326307590016479	0.9117886735069699	3.8389142658269493	both
P69	2.0	0.5357291228750573	0.8936308757132109	3.8389142658269493	both
P69	2.5	0.5420587344017544	0.8962130513117268	3.8389142658269493	both
P69	3.0	0.5491814050509046	0.9036761402897583	3.8389142658269493	both
P69	3.5	0.5432477719333152	0.8780623394817183	3.8389142658269493	both
P69	4.0	0.5525446656247543	0.8784036511623898	3.8389142658269493	both
P69	4.5	0.5654445610480653	0.8730161930538444	3.8389142658269493	both
P69	5.0	0.5594006937708746	0.8767691455054997	3.8389142658269493	both
P69	5.5	0.5642833453322765	0.883831581481893	3.8389142658269493	both
P69	6.0	0.5748612355425978	0.8816049053072906	3.8389142658269493	both
P69	6.5	0.5836931122438519	0.8766299702151022	3.8389142658269493	both
P69	7.0	0.5853054061770376	0.8600432129101412	3.8389142658269493	both
P69	7.5	0.5978165622148288	0.8497121682338975	3.8389142658269493	both
P69	8.0	0.6015176152742049	0.8654018253414055	3.8389142658269493	both
P69	8.5	0.6076360272001335	0.8578968636489951	3.8389142658269493	both
P69	9.0	0.6125159831498782	0.861983608847271	3.8389142658269493	both
P69	9.5	0.6278217958411769	0.8604979242574453	3.8389142658269493	both
P69	10.0	0.6217105307974681	0.8525009695911093	3.8389142658269493	both
P70	1.0	0.596301660079176	0.8020006651707212	2.7447051631746127	df_up
P70	1.5	0.5906309289173213	0.803944648143751	2.7447051631746127	df_up
P70	2.0	0.5957912889316401	0.7968555588608207	2.7447051631746127	df_up
P70	2.5	0.592540864675736	0.8015947801314717	2.7447051631746127	df_up
P70	3.0	0.5940401946232827	0.8058357174567454	2.7447051631746127	df_up
P70	3.5	0.5995929264499239	0.8151285311163697	2.7447051631746127	df_up
P70	4.0	0.5863483012656369	0.8224660096106687	2.7447051631746127	df_up
P70	4.5	0.5907442119748447	0.7976423988383246	2.7447051631746127	df_up
P70	5.0	0.5907687139022746	0.8118424707074202	2.7447051631746127	df_up
P70	5.5	0.587501128752975	0.8003754994480806	2.7447051631746127	df_up
P70	6.0	0.5968010570531599	0.8124974276690465	2.7447051631746127	df_up
P70	6.5	0.6049939237821118	0.8076511577558391	2.7447051631746127	df_up
P70	7.0	0.6009058950733943	0.7940526043545606	2.7447051631746127	df_up
P70	7.5	0.6044302848079963	0.8161262268938888	2.7447051631746127	df_up
P70	8.0	0.6100243999361006	0.803859845258871	2.7447051631746127	df_up
P70	8.5	0.6123783659222928	0.8044286490543524	2.7447051631746127	df_up
P70	9.0	0.606579349679435	0.8001418316710234	2.7447051631746127	df_up
P70	9.5	0.6149005157682795	0.8034655847478405	2.7447051631746127	df_up
P70	10.0	0.6098222760142555	0.8121229744869002	2.7447051631746127	df_up
P71	1.0	0.5098876625716919	0.8398696741200004	3.618253347372443	df_down
P71	1.5	0.5020500219370148	0.8411935437063249	3.618253347372443	df_down
P71	2.0	0.5080461250206079	0.8590369256989511	3.618253347372443	df_down
P71	2.5	0.5029476049002733	0.8523870233587734	3.618253347372443	df_down
P71	3.0	0.49877827204846314	0.8358423474687819	3.618253347372443	df_down
P71	3.5	0.499455548533349	0.8463207440191226	3.618253347372443	df_down
P71	4.0	0.5056373100771479	0.8402824505087124	3.618253347372443	df_down
P71	4.5	0.5043435495505595	0.8412641656951942	3.618253347372443	df_down
P71	5.0	0.49229746954430315	0.845021681594838	3.618253347372443	df_down
P71	5.5	0.49066652693235485	0.8484924453353181	3.618253347372443	df_down
P71	6.0	0.49309098766574383	0.8408250085284429	3.618253347372443	df_down
P71	6.5	0.4812599463956713	0.8520498886613899	3.618253347372443	df_down
P71	7.0	0.4848705739170521	0.8344035705903757	3.618253347372443	df_down
P71	7.5	0.48073502543009233	0.8435897888984131	3.618253347372443	df_down
P71	8.0	0.4800383034101633	0.8643204662122816	3.618253347372443	df_down
P71	8.5	0.47185441527740984	0.8453237143405172	3.618253347372443	df_down
P71	9.0	0.4655764444621185	0.8550047924523644	3.618253347372443	df_down
P71	9.5	0.4606151009316682	0.8442712378249007	3.618253347372443	df_down
P71	10.0	0.4628035140221179	0.8481852931621533	3.618253347372443	df_down
P72	1.0	0.4935367105327039	1.0434401974008602	3.405812680292959	df_up
P72	1.5	0.4961477901249891	1.035484544940755	3.405812680292959	df_up
P72	2.0	0.5016762187252053	1.0436817649051535	3.405812680292959	df_up
P72	2.5	0.5020907574675915	1.0274734564051955	3.405812680292959	df_up
P72	3.0	0.5032639931355892	1.03758253632757	3.405812680292959	df_up
P72	3.5	0.5117510313906728	1.040756943013277	3.405812680292959	df_up
P72	4.0	0.5130215050198816	1.0392723180145826	3.405812680292959	df_up
P72	4.5	0.5245879797594436	1.0462875722026717	3.405812680292959	df_up
P72	5.0	0.5163333511877203	1.0427182850390395	3.405812680292959	df_up
P72	5.5	0.529606193968234	1.045307731374015	3.405812680292959	df_up
P72	6.0	0.5273207539407478	1.034454144971305	3.405812680292959	df_up
P72	6.5	0.5359727965579192	1.0471436464964354	3.405812680292959	df_up
P72	7.0	0.556611581034271	1.052992618810143	3.405812680292959	df_up
P72	7.5	0.5607731277493213	1.0321999270719397	3.405812680292959	df_up
P72	8.0	0.5593567229859572	1.0328595579834345	3.405812680292959	df_up
P72	8.5	0.5622428213739797	1.0506473979197128	3.405812680292959	df_up
P72	9.0	0.5618713901233905	1.0384303713355905	3.405812680292959	df_up
P72	9.5	0.5810466537843064	1.0511916943656834	3.405812680292959	df_up
P72	10.0	0.6030622395225989	1.0364208375340136	3.405812680292959	df_up
P73	1.0	0.5516963256144393	0.9345859757387881	2.728078853833896	sf_down
P73	1.5	0.5562008164077967	0.9317448645777492	2.728078853833896	sf_down
P73	2.0	0.5461103512936785	0.9445424931221745	2.728078853833896	sf_down
P73	2.5	0.5571265011678366	0.9262660849026555	2.728078853833896	sf_down
P73	3.0	0.5512452900664923	0.9230681265396063	2.728078853833896	sf_down
P73	3.5	0.5596782099582488	0.91794547210398	2.728078853833896	sf_down
P73	4.0	0.5419678451300787	0.9140680092432115	2.728078853833896	sf_down
P73	4.5	0.5500063177790602	0.910637936683589	2.728078853833896	sf_down
P73	5.0	0.5455068058984105	0.9116748475413657	2.728078853833896	sf_down
P73	5.5	0.5498079993227613	0.9163420355280304	2.728078853833896	sf_down
P73	6.0	0.5551774761601257	0.9176403320101383	2.728078853833896	sf_down
P73	6.5	0.5530430135273322	0.9133743868188411	2.728078853833896	sf_down
P73	7.0	0.5526722588098409	0.9047848656707934	2.728078853833896	sf_down
P73	7.5	0.5531432222976806	0.9160024194855149	2.728078853833896	sf_down
P73	8.0	0.5549560878576807	0.9125587810324893	2.728078853833896	sf_down
P73	8.5	0.5488964664448654	0.9031620654256804	2.728078853833896	sf_down
P73	9.0	0.5574733948590762	0.8969671382426977	2.728078853833896	sf_down
P73	9.5	0.5572524765065084	0.9042865199889738	2.728078853833896	sf_down
P73	10.0	0.5558643363428615	0.8990706994951106	2.728078853833896	sf_down
P74	1.0	0.35865583369917503	0.8800177791285575	3.5575635064923787	both
P74	1.5	0.35998989899692935	0.8751167351447391	3.5575635064923787	both
P74	2.0	0.3550834846041277	0.8797500341880223	3.5575635064923787	both
P74	2.5	0.36119702279570076	0.8681330531836702	3.5575635064923787	both
P74	3.0	0.3506883716845338	0.8441964630445039	3.5575635064923787	both
P74	3.5	0.3605784845680271	0.8541023370598692	3.5575635064923787	both
P74	4.0	0.3687388828640604	0.8364180702432215	3.5575635064923787	both
P74	4.5	0.36889273896077973	0.8418330210022045	3.5575635064923787	both
P74	5.0	0.3820486930866491	0.8168029248036962	3.5575635064923787	both
P74	5.5	0.3928482468676735	0.8065410286870858	3.5575635064923787	both
P74	6.0	0.38151264149436004	0.8054273327004382	3.5575635064923787	both
P74	6.5	0.3878806275633955	0.7963446985686643	3.5575635064923787	both
P74	7.0	0.3980467476235545	0.782668556738955	3.5575635064923787	both
P74	7.5	0.4098483211991714	0.7541587222737403	3.5575635064923787	both
P74	8.0	0.4007191354010603	0.7602402125634503	3.5575635064923787	both
P74	8.5	0.41322366185374954	0.7357001396446751	3.5575635064923787	both
P74	9.0	0.42633650188443467	0.7336536911059223	3.5575635064923787	both
P74	9.5	0.41432218891020406	0.707947388610071	3.5575635064923787	both
P74	10.0	0.4216219299331966	0.7102521386029322	3.5575635064923787	both
P75	1.0	0.5474432343808089	1.0444575366342783	3.9847304768890606	stable
P75	1.5	0.5498070348585122	1.0283062326734351	3.9847304768890606	stable
P75	2.0	0.5509910637270506	1.0458550514855487	3.9847304768890606	stable
P75	2.5	0.5465481668180145	1.0566829574875567	3.9847304768890606	stable
P75	3.0	0.5520021779556572	1.041637160291486	3.9847304768890606	stable
P75	3.5	0.5469792347528339	1.0375628763354416	3.9847304768890606	stable
P75	4.0	0.5475883048775766	1.0391254519167294	3.9847304768890606	stable
P75	4.5	0.5564597096876743	1.045183531767738	3.9847304768890606	stable
P75	5.0	0.5444435662260955	1.0264161047879319	3.9847304768890606	stable
P75	5.5	0.5375825948340102	1.041576603255808	3.9847304768890606	stable
P75	6.0	0.557701181463717	1.037137766036287	3.9847304768890606	stable
P75	6.5	0.5623931362516926	1.055044077735638	3.9847304768890606	stable
P75	7.0	0.547620150161411	1.03886809576155	3.9847304768890606	stable
P75	7.5	0.5399623062855566	1.0536045785209458	3.9847304768890606	stable
P75	8.0	0.5480940766076778	1.0314315520497335	3.9847304768890606	stable
P75	8.5	0.5482153817394543	1.044959550966412	3.9847304768890606	stable
P75	9.0	0.5486968772835463	1.0428166797423195	3.9847304768890606	stable
P75	9.5	0.5440795562790484	1.0333090996490712	3.9847304768890606	stable
P75	10.0	0.55254430220104	1.041680646549085	3.9847304768890606	stable
P76	1.0	0.4630951394579992	1.0835921985042745	3.1492679398062524	both
P76	1.5	0.4564898050865454	1.0830839853728154	3.1492679398062524	both
P76	2.0	0.45915512429055816	1.0809861998351418	3.1492679398062524	both
P76	2.5	0.4722326806259914	1.089102411794108	3.1492679398062524	both
P76	3.0	0.4700746536166346	1.092501398265655	3.1492679398062524	both
P76	3.5	0.4629557319450202	1.0744042857352243	3.1492679398062524	both
P76	4.0	0.4829871618282187	1.0720856899285107	3.1492679398062524	both
P76	4.5	0.48387731228652736	1.0752719763128076	3.1492679398062524	both
P76	5.0	0.482550242671725	1.0679490869588786	3.1492679398062524	both
P76	5.5	0.48327765321775623	1.0745785003881128	3.1492679398062524	both
P76	6.0	0.49791009963888444	1.0458944703514383	3.1492679398062524	both
P76	6.5	0.499465075581491	1.0541485422866674	3.1492679398062524	both
P76	7.0	0.513728967363678	1.0512692477306342	3.1492679398062524	both
P76	7.5	0.5081183680927446	1.0356501852214788	3.1492679398062524	both
P76	8.0	0.5122555776686059	1.0431109126671143	3.1492679398062524	both
P76	8.5	0.5138752566584006	1.040032212385315	3.1492679398062524	both
P76	9.0	0.5232754076536333	1.0422079914271662	3.1492679398062524	both
P76	9.5	0.5268834571120777	1.0491169482669864	3.1492679398062524	both
P76	10.0	0.5346644997826449	1.0345849391237187	3.1492679398062524	both
P77	1.0	0.45270850147862657	0.8242970731716507	2.778560589198763	sf_down
P77	1.5	0.45705360551082796	0.8077680536343337	2.778560589198763	sf_down
P77	2.0	0.4537479480983041	0.8060771253989796	2.778560589198763	sf_down
P77	2.5	0.4573245002977284	0.8164470231167741	2.778560589198763	sf_down
P77	3.0	0.44864079148707736	0.8109297748276937	2.778560589198763	sf_down
P77	3.5	0.45375575880333924	0.812263805544103	2.778560589198763	sf_down
P77	4.0	0.4527627319854648	0.8036217564341696	2.778560589198763	sf_down
P77	4.5	0.4477367274367599	0.8044558939431291	2.778560589198763	sf_down
P77	5.0	0.44599879231793715	0.8004762860419987	2.778560589198763	sf_down
P77	5.5	0.4572449272336539	0.8022984223552365	2.778560589198763	sf_down
P77	6.0	0.4520614201461907	0.79929084671767	2.778560589198763	sf_down
P77	6.5	0.44870478064904395	0.7765354408155426	2.778560589198763	sf_down
P77	7.0	0.45333528737266393	0.7680834402284296	2.778560589198763	sf_down
P77	7.5	0.4594562763440271	0.790555734519179	2.778560589198763	sf_down
P77	8.0	0.44241249283042094	0.7884415138941258	2.778560589198763	sf_down
P77	8.5	0.44633298860776394	0.7670945937993691	2.778560589198763	sf_down
P77	9.0	0.44920174984780425	0.7566263684966239	2.778560589198763	sf_down
P77	9.5	0.4611220763908822	0.7684717028766208	2.778560589198763	sf_down
P77	10.0	0.45522911697187707	0.7712323586777101	2.778560589198763	sf_down
P78	1.0	0.38886540171969447	1.0427549812429502	3.5905905382831587	both
P78	1.5	0.4048967342835535	1.0300624887428045	3.5905905382831587	both
P78	2.0	0.404620261755909	1.033180711361205	3.5905905382831587	both
P78	2.5	0.40259175182101625	1.0158751206991783	3.5905905382831587	both
P78	3.0	0.39365455222857865	1.010098293324203	3.5905905382831587	both
P78	3.5	0.4039871157844512	0.9918512479682289	3.5905905382831587	both
P78	4.0	0.40445376006803696	0.9954080888782062	3.5905905382831587	both
P78	4.5	0.4050914299418363	0.9839176596257635	3.5905905382831587	both
P78	5.0	0.4108213857857728	0.9638293875518897	3.5905905382831587	both
P78	5.5	0.4095091644017569	0.9643053263297373	3.5905905382831587	both
P78	6.0	0.4118513655547662	0.9542175745298511	3.5905905382831587	both
P78	6.5	0.41321028777629604	0.9590757086551652	3.5905905382831587	both
P78	7.0	0.4136560622560602	0.9414074905705293	3.5905905382831587	both
P78	7.5	0.40500921287269315	0.9236393219371334	3.5905905382831587	both
P78	8.0	0.4163666870863969	0.9145818841107654	3.5905905382831587	both
P78	8.5	0.41523274838823204	0.9017516295462435	3.5905905382831587	both
P78	9.0	0.4137213747712643	0.8883546926725404	3.5905905382831587	both
P78	9.5	0.4306764328501205	0.8696823964759336	3.5905905382831587	both
P78	10.0	0.433097336003266	0.8652899388572473	3.5905905382831587	both
P79	1.0	0.5155117613300331	0.8909181806352564	2.680831514195208	sf_down
P79	1.5	0.5158293730950151	0.8851343133558088	2.680831514195208	sf_down
P79	2.0	0.5156624386149596	0.8901915106746998	2.680831514195208	sf_down
P79	2.5	0.5107278204350407	0.890293913528109	2.680831514195208	sf_down
P79	3.0	0.5063080277606877	0.8788485052228776	2.680831514195208	sf_down
P79	3.5	0.5051147602637431	0.8839583163569633	2.680831514195208	sf_down
P79	4.0	0.5122562789242853	0.8991450845259276	2.680831514195208	sf_down
P79	4.5	0.5124296545723592	0.8781723429938062	2.680831514195208	sf_down
P79	5.0	0.5169699099585587	0.8703542165165141	2.680831514195208	sf_down
P79	5.5	0.5160331526522438	0.8722042116566671	2.680831514195208	sf_down
P79	6.0	0.5098721111178776	0.8871369732951929	2.680831514195208	sf_down
P79	6.5	0.5043122250062291	0.8869506092684523	2.680831514195208	sf_down
P79	7.0	0.508937721415479	0.8855560025618197	2.680831514195208	sf_down
P79	7.5	0.511619410374586	0.8959987966046051	2.680831514195208	sf_down
P79	8.0	0.5095228381735865	0.8646860467556761	2.680831514195208	sf_down
P79	8.5	0.5076437838601452	0.8890149434735612	2.680831514195208	sf_down
P79	9.0	0.5117976784753829	0.8981132559621055	2.680831514195208	sf_down
P79	9.5	0.5080134656934804	0.8763695074916387	2.680831514195208	sf_down
P79	10.0	0.5073929239819066	0.8821192079619242	2.680831514195208	sf_down
P80	1.0	0.5750116087412722	0.8352913244970952	3.984916062913645	df_up
P80	1.5	0.567747081249259	0.8221025877895766	3.984916062913645	df_up
P80	2.0	0.5793834425171405	0.8184203500637437	3.984916062913645	df_up
P80	2.5	0.5737079024973735	0.8294914531973495	3.984916062913645	df_up
P80	3.0	0.578769887553396	0.8306305911747346	3.984916062913645	df_up
P80	3.5	0.5841919367979359	0.8244106938316407	3.984916062913645	df_up
P80	4.0	0.6027731582593966	0.8366069980095627	3.984916062913645	df_up
P80	4.5	0.5958820405168551	0.8192213418172517	3.984916062913645	df_up
P80	5.0	0.5930444842405631	0.8267031931580384	3.984916062913645	df_up
P80	5.5	0.6065707677317329	0.825279750068755	3.984916062913645	df_up
P80	6.0	0.6052362880289657	0.8295860449855043	3.984916062913645	df_up
P80	6.5	0.6100786140595764	0.8321896574253969	3.984916062913645	df_up
P80	7.0	0.622704030574853	0.8218955995512306	3.984916062913645	df_up
P80	7.5	0.6240928696772963	0.8357530045678687	3.984916062913645	df_up
P80	8.0	0.6312417058127178	0.8304627620948966	3.984916062913645	df_up
